Model,MSO44B
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,125000
Zero Index,62499.00000000
Vertical Units,A
ANALOG_Thumbnail,
yOffset,0.00000000e+00
yPosition,-1.10000000e+00

Labels,
TIME,CH3
-8.31616000e-06,7.00000000e-03
-8.31600000e-06,7.00000000e-03
-8.31584000e-06,7.00000000e-03
-8.31568000e-06,7.00000000e-03
-8.31552000e-06,7.00000000e-03
-8.31536000e-06,7.00000000e-03
-8.31520000e-06,7.00000000e-03
-8.31504000e-06,7.00000000e-03
-8.31488000e-06,7.00000000e-03
-8.31472000e-06,7.00000000e-03
-8.31456000e-06,7.00000000e-03
-8.31440000e-06,7.00000000e-03
-8.31424000e-06,7.00000000e-03
-8.31408000e-06,7.00000000e-03
-8.31392000e-06,7.00000000e-03
-8.31376000e-06,5.00000000e-03
-8.31360000e-06,5.00000000e-03
-8.31344000e-06,5.00000000e-03
-8.31328000e-06,5.00000000e-03
-8.31312000e-06,7.00000000e-03
-8.31296000e-06,7.00000000e-03
-8.31280000e-06,7.00000000e-03
-8.31264000e-06,7.00000000e-03
-8.31248000e-06,7.00000000e-03
-8.31232000e-06,7.00000000e-03
-8.31216000e-06,7.00000000e-03
-8.31200000e-06,7.00000000e-03
-8.31184000e-06,7.00000000e-03
-8.31168000e-06,7.00000000e-03
-8.31152000e-06,7.00000000e-03
-8.31136000e-06,7.00000000e-03
-8.31120000e-06,5.00000000e-03
-8.31104000e-06,5.00000000e-03
-8.31088000e-06,5.00000000e-03
-8.31072000e-06,5.00000000e-03
-8.31056000e-06,5.00000000e-03
-8.31040000e-06,5.00000000e-03
-8.31024000e-06,5.00000000e-03
-8.31008000e-06,5.00000000e-03
-8.30992000e-06,5.00000000e-03
-8.30976000e-06,7.00000000e-03
-8.30960000e-06,7.00000000e-03
-8.30944000e-06,7.00000000e-03
-8.30928000e-06,7.00000000e-03
-8.30912000e-06,7.00000000e-03
-8.30896000e-06,7.00000000e-03
-8.30880000e-06,7.00000000e-03
-8.30864000e-06,7.00000000e-03
-8.30848000e-06,7.00000000e-03
-8.30832000e-06,7.00000000e-03
-8.30816000e-06,7.00000000e-03
-8.30800000e-06,7.00000000e-03
-8.30784000e-06,7.00000000e-03
-8.30768000e-06,7.00000000e-03
-8.30752000e-06,7.00000000e-03
-8.30736000e-06,7.00000000e-03
-8.30720000e-06,7.00000000e-03
-8.30704000e-06,7.00000000e-03
-8.30688000e-06,7.00000000e-03
-8.30672000e-06,5.00000000e-03
-8.30656000e-06,5.00000000e-03
-8.30640000e-06,5.00000000e-03
-8.30624000e-06,5.00000000e-03
-8.30608000e-06,5.00000000e-03
-8.30592000e-06,5.00000000e-03
-8.30576000e-06,5.00000000e-03
-8.30560000e-06,5.00000000e-03
-8.30544000e-06,5.00000000e-03
-8.30528000e-06,5.00000000e-03
-8.30512000e-06,5.00000000e-03
-8.30496000e-06,5.00000000e-03
-8.30480000e-06,5.00000000e-03
-8.30464000e-06,5.00000000e-03
-8.30448000e-06,5.00000000e-03
-8.30432000e-06,5.00000000e-03
-8.30416000e-06,5.00000000e-03
-8.30400000e-06,5.00000000e-03
-8.30384000e-06,5.00000000e-03
-8.30368000e-06,5.00000000e-03
-8.30352000e-06,5.00000000e-03
-8.30336000e-06,5.00000000e-03
-8.30320000e-06,7.00000000e-03
-8.30304000e-06,7.00000000e-03
-8.30288000e-06,7.00000000e-03
-8.30272000e-06,7.00000000e-03
-8.30256000e-06,7.00000000e-03
-8.30240000e-06,7.00000000e-03
-8.30224000e-06,7.00000000e-03
-8.30208000e-06,7.00000000e-03
-8.30192000e-06,7.00000000e-03
-8.30176000e-06,7.00000000e-03
-8.30160000e-06,7.00000000e-03
-8.30144000e-06,7.00000000e-03
-8.30128000e-06,7.00000000e-03
-8.30112000e-06,7.00000000e-03
-8.30096000e-06,5.00000000e-03
-8.30080000e-06,5.00000000e-03
-8.30064000e-06,5.00000000e-03
-8.30048000e-06,5.00000000e-03
-8.30032000e-06,5.00000000e-03
-8.30016000e-06,5.00000000e-03
-8.30000000e-06,5.00000000e-03
-8.29984000e-06,5.00000000e-03
-8.29968000e-06,5.00000000e-03
-8.29952000e-06,5.00000000e-03
-8.29936000e-06,5.00000000e-03
-8.29920000e-06,5.00000000e-03
-8.29904000e-06,5.00000000e-03
-8.29888000e-06,7.00000000e-03
-8.29872000e-06,7.00000000e-03
-8.29856000e-06,7.00000000e-03
-8.29840000e-06,7.00000000e-03
-8.29824000e-06,5.00000000e-03
-8.29808000e-06,5.00000000e-03
-8.29792000e-06,5.00000000e-03
-8.29776000e-06,5.00000000e-03
-8.29760000e-06,5.00000000e-03
-8.29744000e-06,5.00000000e-03
-8.29728000e-06,3.00000000e-03
-8.29712000e-06,3.00000000e-03
-8.29696000e-06,3.00000000e-03
-8.29680000e-06,3.00000000e-03
-8.29664000e-06,5.00000000e-03
-8.29648000e-06,5.00000000e-03
-8.29632000e-06,5.00000000e-03
-8.29616000e-06,7.00000000e-03
-8.29600000e-06,7.00000000e-03
-8.29584000e-06,7.00000000e-03
-8.29568000e-06,7.00000000e-03
-8.29552000e-06,7.00000000e-03
-8.29536000e-06,7.00000000e-03
-8.29520000e-06,7.00000000e-03
-8.29504000e-06,7.00000000e-03
-8.29488000e-06,7.00000000e-03
-8.29472000e-06,7.00000000e-03
-8.29456000e-06,7.00000000e-03
-8.29440000e-06,7.00000000e-03
-8.29424000e-06,7.00000000e-03
-8.29408000e-06,7.00000000e-03
-8.29392000e-06,5.00000000e-03
-8.29376000e-06,5.00000000e-03
-8.29360000e-06,5.00000000e-03
-8.29344000e-06,5.00000000e-03
-8.29328000e-06,5.00000000e-03
-8.29312000e-06,5.00000000e-03
-8.29296000e-06,5.00000000e-03
-8.29280000e-06,5.00000000e-03
-8.29264000e-06,5.00000000e-03
-8.29248000e-06,5.00000000e-03
-8.29232000e-06,5.00000000e-03
-8.29216000e-06,5.00000000e-03
-8.29200000e-06,5.00000000e-03
-8.29184000e-06,5.00000000e-03
-8.29168000e-06,3.00000000e-03
-8.29152000e-06,3.00000000e-03
-8.29136000e-06,3.00000000e-03
-8.29120000e-06,3.00000000e-03
-8.29104000e-06,3.00000000e-03
-8.29088000e-06,3.00000000e-03
-8.29072000e-06,3.00000000e-03
-8.29056000e-06,3.00000000e-03
-8.29040000e-06,3.00000000e-03
-8.29024000e-06,3.00000000e-03
-8.29008000e-06,3.00000000e-03
-8.28992000e-06,3.00000000e-03
-8.28976000e-06,3.00000000e-03
-8.28960000e-06,3.00000000e-03
-8.28944000e-06,3.00000000e-03
-8.28928000e-06,3.00000000e-03
-8.28912000e-06,3.00000000e-03
-8.28896000e-06,5.00000000e-03
-8.28880000e-06,5.00000000e-03
-8.28864000e-06,5.00000000e-03
-8.28848000e-06,3.00000000e-03
-8.28832000e-06,3.00000000e-03
-8.28816000e-06,5.00000000e-03
-8.28800000e-06,5.00000000e-03
-8.28784000e-06,5.00000000e-03
-8.28768000e-06,5.00000000e-03
-8.28752000e-06,5.00000000e-03
-8.28736000e-06,5.00000000e-03
-8.28720000e-06,5.00000000e-03
-8.28704000e-06,5.00000000e-03
-8.28688000e-06,5.00000000e-03
-8.28672000e-06,5.00000000e-03
-8.28656000e-06,5.00000000e-03
-8.28640000e-06,5.00000000e-03
-8.28624000e-06,5.00000000e-03
-8.28608000e-06,5.00000000e-03
-8.28592000e-06,5.00000000e-03
-8.28576000e-06,5.00000000e-03
-8.28560000e-06,5.00000000e-03
-8.28544000e-06,3.00000000e-03
-8.28528000e-06,3.00000000e-03
-8.28512000e-06,3.00000000e-03
-8.28496000e-06,3.00000000e-03
-8.28480000e-06,3.00000000e-03
-8.28464000e-06,5.00000000e-03
-8.28448000e-06,5.00000000e-03
-8.28432000e-06,5.00000000e-03
-8.28416000e-06,5.00000000e-03
-8.28400000e-06,7.00000000e-03
-8.28384000e-06,7.00000000e-03
-8.28368000e-06,7.00000000e-03
-8.28352000e-06,7.00000000e-03
-8.28336000e-06,7.00000000e-03
-8.28320000e-06,7.00000000e-03
-8.28304000e-06,7.00000000e-03
-8.28288000e-06,7.00000000e-03
-8.28272000e-06,7.00000000e-03
-8.28256000e-06,7.00000000e-03
-8.28240000e-06,7.00000000e-03
-8.28224000e-06,7.00000000e-03
-8.28208000e-06,7.00000000e-03
-8.28192000e-06,7.00000000e-03
-8.28176000e-06,7.00000000e-03
-8.28160000e-06,7.00000000e-03
-8.28144000e-06,7.00000000e-03
-8.28128000e-06,7.00000000e-03
-8.28112000e-06,7.00000000e-03
-8.28096000e-06,7.00000000e-03
-8.28080000e-06,7.00000000e-03
-8.28064000e-06,7.00000000e-03
-8.28048000e-06,5.00000000e-03
-8.28032000e-06,5.00000000e-03
-8.28016000e-06,5.00000000e-03
-8.28000000e-06,5.00000000e-03
-8.27984000e-06,5.00000000e-03
-8.27968000e-06,5.00000000e-03
-8.27952000e-06,5.00000000e-03
-8.27936000e-06,5.00000000e-03
-8.27920000e-06,5.00000000e-03
-8.27904000e-06,7.00000000e-03
-8.27888000e-06,7.00000000e-03
-8.27872000e-06,7.00000000e-03
-8.27856000e-06,7.00000000e-03
-8.27840000e-06,7.00000000e-03
-8.27824000e-06,9.00000000e-03
-8.27808000e-06,9.00000000e-03
-8.27792000e-06,9.00000000e-03
-8.27776000e-06,9.00000000e-03
-8.27760000e-06,7.00000000e-03
-8.27744000e-06,7.00000000e-03
-8.27728000e-06,7.00000000e-03
-8.27712000e-06,7.00000000e-03
-8.27696000e-06,7.00000000e-03
-8.27680000e-06,7.00000000e-03
-8.27664000e-06,7.00000000e-03
-8.27648000e-06,7.00000000e-03
-8.27632000e-06,7.00000000e-03
-8.27616000e-06,7.00000000e-03
-8.27600000e-06,7.00000000e-03
-8.27584000e-06,7.00000000e-03
-8.27568000e-06,7.00000000e-03
-8.27552000e-06,7.00000000e-03
-8.27536000e-06,7.00000000e-03
-8.27520000e-06,7.00000000e-03
-8.27504000e-06,7.00000000e-03
-8.27488000e-06,7.00000000e-03
-8.27472000e-06,7.00000000e-03
-8.27456000e-06,7.00000000e-03
-8.27440000e-06,7.00000000e-03
-8.27424000e-06,7.00000000e-03
-8.27408000e-06,7.00000000e-03
-8.27392000e-06,7.00000000e-03
-8.27376000e-06,7.00000000e-03
-8.27360000e-06,7.00000000e-03
-8.27344000e-06,7.00000000e-03
-8.27328000e-06,7.00000000e-03
-8.27312000e-06,7.00000000e-03
-8.27296000e-06,7.00000000e-03
-8.27280000e-06,7.00000000e-03
-8.27264000e-06,7.00000000e-03
-8.27248000e-06,7.00000000e-03
-8.27232000e-06,7.00000000e-03
-8.27216000e-06,7.00000000e-03
-8.27200000e-06,7.00000000e-03
-8.27184000e-06,7.00000000e-03
-8.27168000e-06,7.00000000e-03
-8.27152000e-06,7.00000000e-03
-8.27136000e-06,7.00000000e-03
-8.27120000e-06,7.00000000e-03
-8.27104000e-06,9.00000000e-03
-8.27088000e-06,9.00000000e-03
-8.27072000e-06,9.00000000e-03
-8.27056000e-06,9.00000000e-03
-8.27040000e-06,9.00000000e-03
-8.27024000e-06,9.00000000e-03
-8.27008000e-06,9.00000000e-03
-8.26992000e-06,9.00000000e-03
-8.26976000e-06,7.00000000e-03
-8.26960000e-06,7.00000000e-03
-8.26944000e-06,7.00000000e-03
-8.26928000e-06,7.00000000e-03
-8.26912000e-06,7.00000000e-03
-8.26896000e-06,7.00000000e-03
-8.26880000e-06,7.00000000e-03
-8.26864000e-06,7.00000000e-03
-8.26848000e-06,7.00000000e-03
-8.26832000e-06,7.00000000e-03
-8.26816000e-06,7.00000000e-03
-8.26800000e-06,7.00000000e-03
-8.26784000e-06,7.00000000e-03
-8.26768000e-06,7.00000000e-03
-8.26752000e-06,5.00000000e-03
-8.26736000e-06,5.00000000e-03
-8.26720000e-06,5.00000000e-03
-8.26704000e-06,5.00000000e-03
-8.26688000e-06,5.00000000e-03
-8.26672000e-06,5.00000000e-03
-8.26656000e-06,5.00000000e-03
-8.26640000e-06,3.00000000e-03
-8.26624000e-06,5.00000000e-03
-8.26608000e-06,5.00000000e-03
-8.26592000e-06,5.00000000e-03
-8.26576000e-06,5.00000000e-03
-8.26560000e-06,7.00000000e-03
-8.26544000e-06,7.00000000e-03
-8.26528000e-06,7.00000000e-03
-8.26512000e-06,7.00000000e-03
-8.26496000e-06,7.00000000e-03
-8.26480000e-06,7.00000000e-03
-8.26464000e-06,7.00000000e-03
-8.26448000e-06,7.00000000e-03
-8.26432000e-06,7.00000000e-03
-8.26416000e-06,9.00000000e-03
-8.26400000e-06,9.00000000e-03
-8.26384000e-06,9.00000000e-03
-8.26368000e-06,9.00000000e-03
-8.26352000e-06,9.00000000e-03
-8.26336000e-06,9.00000000e-03
-8.26320000e-06,9.00000000e-03
-8.26304000e-06,9.00000000e-03
-8.26288000e-06,9.00000000e-03
-8.26272000e-06,9.00000000e-03
-8.26256000e-06,9.00000000e-03
-8.26240000e-06,7.00000000e-03
-8.26224000e-06,7.00000000e-03
-8.26208000e-06,7.00000000e-03
-8.26192000e-06,7.00000000e-03
-8.26176000e-06,7.00000000e-03
-8.26160000e-06,7.00000000e-03
-8.26144000e-06,7.00000000e-03
-8.26128000e-06,5.00000000e-03
-8.26112000e-06,5.00000000e-03
-8.26096000e-06,5.00000000e-03
-8.26080000e-06,5.00000000e-03
-8.26064000e-06,5.00000000e-03
-8.26048000e-06,5.00000000e-03
-8.26032000e-06,5.00000000e-03
-8.26016000e-06,5.00000000e-03
-8.26000000e-06,5.00000000e-03
-8.25984000e-06,5.00000000e-03
-8.25968000e-06,5.00000000e-03
-8.25952000e-06,5.00000000e-03
-8.25936000e-06,5.00000000e-03
-8.25920000e-06,5.00000000e-03
-8.25904000e-06,3.00000000e-03
-8.25888000e-06,3.00000000e-03
-8.25872000e-06,3.00000000e-03
-8.25856000e-06,3.00000000e-03
-8.25840000e-06,3.00000000e-03
-8.25824000e-06,3.00000000e-03
-8.25808000e-06,3.00000000e-03
-8.25792000e-06,3.00000000e-03
-8.25776000e-06,3.00000000e-03
-8.25760000e-06,3.00000000e-03
-8.25744000e-06,5.00000000e-03
-8.25728000e-06,5.00000000e-03
-8.25712000e-06,5.00000000e-03
-8.25696000e-06,5.00000000e-03
-8.25680000e-06,5.00000000e-03
-8.25664000e-06,5.00000000e-03
-8.25648000e-06,5.00000000e-03
-8.25632000e-06,5.00000000e-03
-8.25616000e-06,5.00000000e-03
-8.25600000e-06,7.00000000e-03
-8.25584000e-06,7.00000000e-03
-8.25568000e-06,7.00000000e-03
-8.25552000e-06,7.00000000e-03
-8.25536000e-06,7.00000000e-03
-8.25520000e-06,7.00000000e-03
-8.25504000e-06,7.00000000e-03
-8.25488000e-06,7.00000000e-03
-8.25472000e-06,7.00000000e-03
-8.25456000e-06,7.00000000e-03
-8.25440000e-06,7.00000000e-03
-8.25424000e-06,7.00000000e-03
-8.25408000e-06,7.00000000e-03
-8.25392000e-06,7.00000000e-03
-8.25376000e-06,7.00000000e-03
-8.25360000e-06,7.00000000e-03
-8.25344000e-06,7.00000000e-03
-8.25328000e-06,7.00000000e-03
-8.25312000e-06,7.00000000e-03
-8.25296000e-06,7.00000000e-03
-8.25280000e-06,7.00000000e-03
-8.25264000e-06,7.00000000e-03
-8.25248000e-06,7.00000000e-03
-8.25232000e-06,7.00000000e-03
-8.25216000e-06,7.00000000e-03
-8.25200000e-06,7.00000000e-03
-8.25184000e-06,7.00000000e-03
-8.25168000e-06,7.00000000e-03
-8.25152000e-06,7.00000000e-03
-8.25136000e-06,7.00000000e-03
-8.25120000e-06,7.00000000e-03
-8.25104000e-06,7.00000000e-03
-8.25088000e-06,7.00000000e-03
-8.25072000e-06,7.00000000e-03
-8.25056000e-06,7.00000000e-03
-8.25040000e-06,7.00000000e-03
-8.25024000e-06,7.00000000e-03
-8.25008000e-06,7.00000000e-03
-8.24992000e-06,7.00000000e-03
-8.24976000e-06,7.00000000e-03
-8.24960000e-06,7.00000000e-03
-8.24944000e-06,7.00000000e-03
-8.24928000e-06,7.00000000e-03
-8.24912000e-06,7.00000000e-03
-8.24896000e-06,7.00000000e-03
-8.24880000e-06,7.00000000e-03
-8.24864000e-06,7.00000000e-03
-8.24848000e-06,7.00000000e-03
-8.24832000e-06,7.00000000e-03
-8.24816000e-06,9.00000000e-03
-8.24800000e-06,9.00000000e-03
-8.24784000e-06,9.00000000e-03
-8.24768000e-06,9.00000000e-03
-8.24752000e-06,9.00000000e-03
-8.24736000e-06,7.00000000e-03
-8.24720000e-06,7.00000000e-03
-8.24704000e-06,7.00000000e-03
-8.24688000e-06,7.00000000e-03
-8.24672000e-06,7.00000000e-03
-8.24656000e-06,7.00000000e-03
-8.24640000e-06,7.00000000e-03
-8.24624000e-06,7.00000000e-03
-8.24608000e-06,7.00000000e-03
-8.24592000e-06,7.00000000e-03
-8.24576000e-06,7.00000000e-03
-8.24560000e-06,5.00000000e-03
-8.24544000e-06,5.00000000e-03
-8.24528000e-06,5.00000000e-03
-8.24512000e-06,3.00000000e-03
-8.24496000e-06,5.00000000e-03
-8.24480000e-06,5.00000000e-03
-8.24464000e-06,5.00000000e-03
-8.24448000e-06,5.00000000e-03
-8.24432000e-06,5.00000000e-03
-8.24416000e-06,7.00000000e-03
-8.24400000e-06,7.00000000e-03
-8.24384000e-06,7.00000000e-03
-8.24368000e-06,7.00000000e-03
-8.24352000e-06,7.00000000e-03
-8.24336000e-06,7.00000000e-03
-8.24320000e-06,7.00000000e-03
-8.24304000e-06,7.00000000e-03
-8.24288000e-06,7.00000000e-03
-8.24272000e-06,7.00000000e-03
-8.24256000e-06,7.00000000e-03
-8.24240000e-06,7.00000000e-03
-8.24224000e-06,7.00000000e-03
-8.24208000e-06,7.00000000e-03
-8.24192000e-06,7.00000000e-03
-8.24176000e-06,7.00000000e-03
-8.24160000e-06,7.00000000e-03
-8.24144000e-06,7.00000000e-03
-8.24128000e-06,7.00000000e-03
-8.24112000e-06,9.00000000e-03
-8.24096000e-06,9.00000000e-03
-8.24080000e-06,9.00000000e-03
-8.24064000e-06,9.00000000e-03
-8.24048000e-06,9.00000000e-03
-8.24032000e-06,7.00000000e-03
-8.24016000e-06,7.00000000e-03
-8.24000000e-06,7.00000000e-03
-8.23984000e-06,7.00000000e-03
-8.23968000e-06,7.00000000e-03
-8.23952000e-06,7.00000000e-03
-8.23936000e-06,7.00000000e-03
-8.23920000e-06,7.00000000e-03
-8.23904000e-06,7.00000000e-03
-8.23888000e-06,7.00000000e-03
-8.23872000e-06,7.00000000e-03
-8.23856000e-06,7.00000000e-03
-8.23840000e-06,7.00000000e-03
-8.23824000e-06,7.00000000e-03
-8.23808000e-06,7.00000000e-03
-8.23792000e-06,7.00000000e-03
-8.23776000e-06,9.00000000e-03
-8.23760000e-06,9.00000000e-03
-8.23744000e-06,7.00000000e-03
-8.23728000e-06,7.00000000e-03
-8.23712000e-06,7.00000000e-03
-8.23696000e-06,7.00000000e-03
-8.23680000e-06,7.00000000e-03
-8.23664000e-06,7.00000000e-03
-8.23648000e-06,7.00000000e-03
-8.23632000e-06,7.00000000e-03
-8.23616000e-06,9.00000000e-03
-8.23600000e-06,9.00000000e-03
-8.23584000e-06,9.00000000e-03
-8.23568000e-06,9.00000000e-03
-8.23552000e-06,9.00000000e-03
-8.23536000e-06,7.00000000e-03
-8.23520000e-06,7.00000000e-03
-8.23504000e-06,7.00000000e-03
-8.23488000e-06,5.00000000e-03
-8.23472000e-06,5.00000000e-03
-8.23456000e-06,5.00000000e-03
-8.23440000e-06,5.00000000e-03
-8.23424000e-06,5.00000000e-03
-8.23408000e-06,5.00000000e-03
-8.23392000e-06,5.00000000e-03
-8.23376000e-06,7.00000000e-03
-8.23360000e-06,7.00000000e-03
-8.23344000e-06,7.00000000e-03
-8.23328000e-06,7.00000000e-03
-8.23312000e-06,7.00000000e-03
-8.23296000e-06,7.00000000e-03
-8.23280000e-06,7.00000000e-03
-8.23264000e-06,7.00000000e-03
-8.23248000e-06,7.00000000e-03
-8.23232000e-06,7.00000000e-03
-8.23216000e-06,7.00000000e-03
-8.23200000e-06,7.00000000e-03
-8.23184000e-06,7.00000000e-03
-8.23168000e-06,7.00000000e-03
-8.23152000e-06,7.00000000e-03
-8.23136000e-06,7.00000000e-03
-8.23120000e-06,7.00000000e-03
-8.23104000e-06,7.00000000e-03
-8.23088000e-06,7.00000000e-03
-8.23072000e-06,7.00000000e-03
-8.23056000e-06,7.00000000e-03
-8.23040000e-06,7.00000000e-03
-8.23024000e-06,7.00000000e-03
-8.23008000e-06,7.00000000e-03
-8.22992000e-06,7.00000000e-03
-8.22976000e-06,5.00000000e-03
-8.22960000e-06,5.00000000e-03
-8.22944000e-06,5.00000000e-03
-8.22928000e-06,5.00000000e-03
-8.22912000e-06,5.00000000e-03
-8.22896000e-06,7.00000000e-03
-8.22880000e-06,7.00000000e-03
-8.22864000e-06,7.00000000e-03
-8.22848000e-06,7.00000000e-03
-8.22832000e-06,7.00000000e-03
-8.22816000e-06,7.00000000e-03
-8.22800000e-06,7.00000000e-03
-8.22784000e-06,7.00000000e-03
-8.22768000e-06,7.00000000e-03
-8.22752000e-06,7.00000000e-03
-8.22736000e-06,7.00000000e-03
-8.22720000e-06,7.00000000e-03
-8.22704000e-06,7.00000000e-03
-8.22688000e-06,7.00000000e-03
-8.22672000e-06,7.00000000e-03
-8.22656000e-06,7.00000000e-03
-8.22640000e-06,9.00000000e-03
-8.22624000e-06,9.00000000e-03
-8.22608000e-06,9.00000000e-03
-8.22592000e-06,9.00000000e-03
-8.22576000e-06,7.00000000e-03
-8.22560000e-06,7.00000000e-03
-8.22544000e-06,5.00000000e-03
-8.22528000e-06,5.00000000e-03
-8.22512000e-06,3.00000000e-03
-8.22496000e-06,3.00000000e-03
-8.22480000e-06,3.00000000e-03
-8.22464000e-06,5.00000000e-03
-8.22448000e-06,5.00000000e-03
-8.22432000e-06,5.00000000e-03
-8.22416000e-06,5.00000000e-03
-8.22400000e-06,7.00000000e-03
-8.22384000e-06,7.00000000e-03
-8.22368000e-06,7.00000000e-03
-8.22352000e-06,7.00000000e-03
-8.22336000e-06,7.00000000e-03
-8.22320000e-06,5.00000000e-03
-8.22304000e-06,5.00000000e-03
-8.22288000e-06,5.00000000e-03
-8.22272000e-06,5.00000000e-03
-8.22256000e-06,5.00000000e-03
-8.22240000e-06,5.00000000e-03
-8.22224000e-06,5.00000000e-03
-8.22208000e-06,5.00000000e-03
-8.22192000e-06,5.00000000e-03
-8.22176000e-06,7.00000000e-03
-8.22160000e-06,7.00000000e-03
-8.22144000e-06,9.00000000e-03
-8.22128000e-06,9.00000000e-03
-8.22112000e-06,9.00000000e-03
-8.22096000e-06,9.00000000e-03
-8.22080000e-06,9.00000000e-03
-8.22064000e-06,9.00000000e-03
-8.22048000e-06,9.00000000e-03
-8.22032000e-06,7.00000000e-03
-8.22016000e-06,7.00000000e-03
-8.22000000e-06,5.00000000e-03
-8.21984000e-06,5.00000000e-03
-8.21968000e-06,5.00000000e-03
-8.21952000e-06,5.00000000e-03
-8.21936000e-06,7.00000000e-03
-8.21920000e-06,7.00000000e-03
-8.21904000e-06,7.00000000e-03
-8.21888000e-06,7.00000000e-03
-8.21872000e-06,7.00000000e-03
-8.21856000e-06,7.00000000e-03
-8.21840000e-06,7.00000000e-03
-8.21824000e-06,7.00000000e-03
-8.21808000e-06,7.00000000e-03
-8.21792000e-06,7.00000000e-03
-8.21776000e-06,5.00000000e-03
-8.21760000e-06,5.00000000e-03
-8.21744000e-06,5.00000000e-03
-8.21728000e-06,5.00000000e-03
-8.21712000e-06,5.00000000e-03
-8.21696000e-06,7.00000000e-03
-8.21680000e-06,7.00000000e-03
-8.21664000e-06,7.00000000e-03
-8.21648000e-06,7.00000000e-03
-8.21632000e-06,7.00000000e-03
-8.21616000e-06,7.00000000e-03
-8.21600000e-06,7.00000000e-03
-8.21584000e-06,7.00000000e-03
-8.21568000e-06,7.00000000e-03
-8.21552000e-06,5.00000000e-03
-8.21536000e-06,5.00000000e-03
-8.21520000e-06,5.00000000e-03
-8.21504000e-06,3.00000000e-03
-8.21488000e-06,3.00000000e-03
-8.21472000e-06,3.00000000e-03
-8.21456000e-06,3.00000000e-03
-8.21440000e-06,3.00000000e-03
-8.21424000e-06,5.00000000e-03
-8.21408000e-06,5.00000000e-03
-8.21392000e-06,5.00000000e-03
-8.21376000e-06,5.00000000e-03
-8.21360000e-06,7.00000000e-03
-8.21344000e-06,7.00000000e-03
-8.21328000e-06,7.00000000e-03
-8.21312000e-06,7.00000000e-03
-8.21296000e-06,7.00000000e-03
-8.21280000e-06,7.00000000e-03
-8.21264000e-06,7.00000000e-03
-8.21248000e-06,5.00000000e-03
-8.21232000e-06,5.00000000e-03
-8.21216000e-06,5.00000000e-03
-8.21200000e-06,5.00000000e-03
-8.21184000e-06,5.00000000e-03
-8.21168000e-06,5.00000000e-03
-8.21152000e-06,5.00000000e-03
-8.21136000e-06,5.00000000e-03
-8.21120000e-06,7.00000000e-03
-8.21104000e-06,7.00000000e-03
-8.21088000e-06,7.00000000e-03
-8.21072000e-06,7.00000000e-03
-8.21056000e-06,7.00000000e-03
-8.21040000e-06,7.00000000e-03
-8.21024000e-06,7.00000000e-03
-8.21008000e-06,7.00000000e-03
-8.20992000e-06,7.00000000e-03
-8.20976000e-06,7.00000000e-03
-8.20960000e-06,5.00000000e-03
-8.20944000e-06,5.00000000e-03
-8.20928000e-06,5.00000000e-03
-8.20912000e-06,5.00000000e-03
-8.20896000e-06,5.00000000e-03
-8.20880000e-06,5.00000000e-03
-8.20864000e-06,5.00000000e-03
-8.20848000e-06,5.00000000e-03
-8.20832000e-06,5.00000000e-03
-8.20816000e-06,5.00000000e-03
-8.20800000e-06,7.00000000e-03
-8.20784000e-06,7.00000000e-03
-8.20768000e-06,7.00000000e-03
-8.20752000e-06,7.00000000e-03
-8.20736000e-06,7.00000000e-03
-8.20720000e-06,7.00000000e-03
-8.20704000e-06,7.00000000e-03
-8.20688000e-06,7.00000000e-03
-8.20672000e-06,7.00000000e-03
-8.20656000e-06,7.00000000e-03
-8.20640000e-06,7.00000000e-03
-8.20624000e-06,7.00000000e-03
-8.20608000e-06,7.00000000e-03
-8.20592000e-06,7.00000000e-03
-8.20576000e-06,5.00000000e-03
-8.20560000e-06,5.00000000e-03
-8.20544000e-06,7.00000000e-03
-8.20528000e-06,7.00000000e-03
-8.20512000e-06,7.00000000e-03
-8.20496000e-06,7.00000000e-03
-8.20480000e-06,7.00000000e-03
-8.20464000e-06,7.00000000e-03
-8.20448000e-06,7.00000000e-03
-8.20432000e-06,7.00000000e-03
-8.20416000e-06,7.00000000e-03
-8.20400000e-06,7.00000000e-03
-8.20384000e-06,7.00000000e-03
-8.20368000e-06,7.00000000e-03
-8.20352000e-06,7.00000000e-03
-8.20336000e-06,7.00000000e-03
-8.20320000e-06,7.00000000e-03
-8.20304000e-06,7.00000000e-03
-8.20288000e-06,7.00000000e-03
-8.20272000e-06,7.00000000e-03
-8.20256000e-06,7.00000000e-03
-8.20240000e-06,7.00000000e-03
-8.20224000e-06,7.00000000e-03
-8.20208000e-06,7.00000000e-03
-8.20192000e-06,7.00000000e-03
-8.20176000e-06,7.00000000e-03
-8.20160000e-06,7.00000000e-03
-8.20144000e-06,7.00000000e-03
-8.20128000e-06,7.00000000e-03
-8.20112000e-06,7.00000000e-03
-8.20096000e-06,7.00000000e-03
-8.20080000e-06,5.00000000e-03
-8.20064000e-06,5.00000000e-03
-8.20048000e-06,5.00000000e-03
-8.20032000e-06,5.00000000e-03
-8.20016000e-06,5.00000000e-03
-8.20000000e-06,5.00000000e-03
-8.19984000e-06,5.00000000e-03
-8.19968000e-06,5.00000000e-03
